make_standardized,model_raw,model_standardized
SKODA,SILVER,SILVER
SMART,3 BRAB,3 BRAB
SMART,3 PREM,3 PREM
SUBARU,HEV FO,HEV FO
TESLA,M3 LRR,M3 LRR
TOYOTA,2025,2025
TOYOTA,4RUNER,4RUNER
TOYOTA,ALPHAR,ALPHAR
TOYOTA,BZ4X A,BZ4X A
TOYOTA,CHR SP,CHR SP
TOYOTA,CROLLA,CROLLA
TOYOTA,GTS GR,GTS GR
TOYOTA,HIAVE,HIAVE
TOYOTA,HIILUX,HIILUX
TOYOTA,LC GXL,LC GXL
TOYOTA,MY26 T,MY26 T
TOYOTA,PRA,PRA
TOYOTA,RAV4 2,RAV4 2
TOYOTA,SAHARA,SAHARA
TOYOTA,XUV700,XUV700
TOYOTA,YARISS,YARISS
TOYOTA,YAXH,YAXH
TOYOTA,YEAIS,YEAIS
VOLVO,EX30 C,EX30 C
VOLVO,EX40,EX40
VOLVO,EX90,EX90
VOLVO,FL,FL
VOLVO,FM430,FM430
XPENG,G6,G6
ZEEKR,009,009
ZEEKR,7X,7X
ZEEKR,7Z,7Z
MAZDA,2025,2025
JAECOO,7 SUMM,7 SUMM
TOYOTA,8FD35N,8FD35N
TOYOTA,ASCENT,ASCENT
FIAT,B 6942,B 6942
MAZDA,BT50 H,BT50 H
TOYOTA,BZ4X E,BZ4X E
TOYOTA,BZX4 T,BZX4 T
MAZDA,CX5 SP,CX5 SP
MAZDA,CX60 T,CX60 T
MAZDA,CX60 V,CX60 V
MAZDA,CX80 A,CX80 A
MAZDA,CX80 P,CX80 P
MAZDA,CX80 T,CX80 T
LDV,DEL 7,DEL 7
KIA,EV3 EA,EV3 EA
KIA,EV4,EV4
KIA,EV5 EA,EV5 EA
GEELY,EX INS,EX INS
GEELY,EX5 CO,EX5 CO
FORD,EXPLOR,EXPLOR
VOLVO,FE8,FE8
SUBARU,FO,FO
JEEP,GLADIT,GLADIT
TOYOTA,HIKUX,HIKUX
TOYOTA,HILUS,HILUS
JAECOO,J5 SUM,J5 SUM
CHERY,J7,J7
JAECOO,J7 SHS,J7 SHS
CHERY,J8,J8
JAECOO,J8 TRA,J8 TRA
CHERY,JAECOO,JAECOO
KIA,K4 S,K4 S
KIA,K4 SPO,K4 SPO
SKODA,KARQ,KARQ
VOLVO,L70H2,L70H2
MAZDA,MA,MA
LDV,MAXPLU,MAXPLU
JAECOO,MY25 O,MY25 O
TOYOTA,RA4 GX,RA4 GX
FIAT,RENTAL,RENTAL
LEXUS,RX AL3,RX AL3
LEXUS,RZ,RZ
KIA,SOENTO,SOENTO
KIA,SORENO,SORENO
KIA,SPROTA,SPROTA
LDV,SV9A 2,SV9A 2
LDV,SV9A 4,SV9A 4
CHERY,T34,T34
CHERY,T4 ULT,T4 ULT
LDV,T60 PL,T60 PL
CHERY,T7 CSH,T7 CSH
CHERY,T8 CSH,T8 CSH
CHERY,TIGG0,TIGG0
CHERY,TIGOG,TIGOG
KGM,TORRES,TORRES
SUBARU,WRX SE,WRX SE
ZEEKR,X AWD,X AWD
TOYOTA,7FBE20,7FBE20
TOYOTA,ALPHA,ALPHA
NISSAN,AURA,AURA
FIAT,CASUAR,CASUAR
MAZDA,CX30 E,CX30 E
MAZDA,CX5 TU,CX5 TU
MAZDA,CX80 D,CX80 D
DENZA,D9,D9
VOLVO,EC140D,EC140D
VOLVO,ES90,ES90
TOYOTA,FORUTU,FORUTU
TOYOTA,GR86GT,GR86GT
KIA,GREY,GREY
LEXUS,GX,GX
TOYOTA,HILIX,HILIX
JAECOO,J5 EV,J5 EV
JAECOO,J5BEVE,J5BEVE
LEXUS,LX700H,LX700H
MAZDA,P52104,P52104
TOYOTA,PRAD,PRAD
FORD,RAMGER,RAMGER
FIAT,SCUDO,SCUDO
KIA,SEALIO,SEALIO
AUDI,SQ5 TF,SQ5 TF
CHERY,T4 URB,T4 URB
CHERY,T9 CSH,T9 CSH
CHERY,TI41,TI41
TOYOTA,YRAIS,YRAIS
CHERY,2024,2024
MAZDA,C90,C90
LDV,DILVER,DILVER
JEEP,GRD CH,GRD CH
SMART,HC BRA,HC BRA
SMART,HC PRE,HC PRE
CHERY,OMEDA,OMEDA
FORD,RA,RA
ZEEKR,X RWD,X RWD
VOLVO,009,009
JAECOO,7,7
LDV,92EEE4,92EEE4
TOYOTA,A25AS5,A25AS5
FIAT,B 6832,B 6832
KIA,CARNIA,CARNIA
KIA,CARNVI,CARNVI
GEELY,COMPLE,COMPLE
MINI,COPPER,COPPER
KIA,CRANIV,CRANIV
MAZDA,CX80 G,CX80 G
LDV,D90 MY,D90 MY
KIA,EV 5,EV 5
KIA,EV 5 E,EV 5 E
GEELY,EX4,EX4
KIA,G4FTSH,G4FTSH
FORD,H6 ULT,H6 ULT
TOYOTA,HLUX X,HLUX X
SMART,HX PRE,HX PRE
KIA,I30,I30
MINI,JCW E,JCW E
KIA,K4 CL4,K4 CL4
TOYOTA,KLUGBE,KLUGBE
SKODA,KOODIA,KOODIA
TOYOTA,LC SAH,LC SAH
TOYOTA,LC30O,LC30O
TOYOTA,LC3200,LC3200
TOYOTA,LMIL79,LMIL79
MINI,MINI C,MINI C
MAZDA,PY3157,PY3157
TOYOTA,RACV4,RACV4
KIA,SELT,SELT
KIA,SP,SP
KIA,SPORTR,SPORTR
CHERY,TGGO 4,TGGO 4
CHERY,TIGO 4,TIGO 4
CHERY,TIGO4,TIGO4
FORD,TR5452,TR5452
TOYOTA,VELLFI,VELLFI
KIA,VENUE,VENUE
SUBARU,WRX RS,WRX RS
TOYOTA,328,328
FIAT,500E L,500E L
FIAT,B6732,B6732
MAZDA,BR50,BR50
MAZDA,BT50 S,BT50 S
LDV,DELVIE,DELVIE
KIA,EV6 RW,EV6 RW
VOLVO,L120H,L120H
TOYOTA,LC79 W,LC79 W
NISSAN,QUON,QUON
LEXUS,UX,UX
LDV,V80 CA,V80 CA
SKODA,WHITE,WHITE
VOLVO,XC60 P,XC60 P
NISSAN,Z34,Z34
TOYOTA,2ZR3A0,2ZR3A0
TOYOTA,ACOROL,ACOROL
KIA,BDH CE,BDH CE
KIA,CARNI,CARNI
KIA,CERAAT,CERAAT
KIA,CERTAO,CERTAO
TOYOTA,CHRH K,CHRH K
FORD,DD2SRX,DD2SRX
LDV,EDEL7,EDEL7
VOLVO,FM 6X4,FM 6X4
SUBARU,FOESTE,FOESTE
LDV,G10+,G10+
TOYOTA,HILLUX,HILLUX
TOYOTA,M15AY9,M15AY9
TOYOTA,M20A08,M20A08
KIA,MU X,MU X
NISSAN,NISMO,NISMO
LEXUS,NX,NX
SUBARU,OITBAC,OITBAC
MAZDA,PY 223,PY 223
TOYOTA,RAV GL,RAV GL
AUDI,S6,S6
VOLVO,S60 RE,S60 RE
TOYOTA,WAGON,WAGON
NISSAN,X TRA,X TRA
FORD,XL DC,XL DC
FORD,XLT CA,XLT CA
NISSAN,XTRA,XTRA
TOYOTA,YAROS,YAROS
AUDI,,
AUDI,RS6 AV,RS6 AV
CHERY,OMONDA,OMONDA
FIAT,B7452,B7452
FIAT,V6414,V6414
FORD,2024,2024
FORD,F450,F450
FORD,MUSTA,MUSTA
FORD,RANGEE,RANGEE
FORD,RAPTPR,RAPTPR
FORD,SPORT,SPORT
FORD,TR TRA,TR TRA
FORD,TRANST,TRANST
FORD,YNWSRR,YNWSRR
KIA,CARBIV,CARBIV
KIA,EV6GT,EV6GT
KIA,EVERES,EVERES
KIA,PE SOR,PE SOR
KIA,SELOTS,SELOTS
KIA,SORNTO,SORNTO
KIA,SPORGA,SPORGA
KIA,SPOTRA,SPOTRA
KIA,SPPORT,SPPORT
KIA,SWIFT,SWIFT
LEXUS,M15AZ0,M15AZ0
MAZDA,4JJ3EL,4JJ3EL
MAZDA,CX5G35,CX5G35
MAZDA,CX60 E,CX60 E
NISSAN,NA,NA
NISSAN,XTEPWR,XTEPWR
SKODA,KAODIA,KAODIA
SKODA,KAROOQ,KAROOQ
SUBARU,CROSTR,CROSTR
TOYOTA,2024,2024
TOYOTA,300 GX,300 GX
TOYOTA,328FG,328FG
TOYOTA,A25AV7,A25AV7
TOYOTA,COASTR,COASTR
TOYOTA,COMM,COMM
TOYOTA,CROWN,CROWN
TOYOTA,GRS,GRS
TOYOTA,HUACE,HUACE
TOYOTA,LAND79,LAND79
TOYOTA,LANDC,LANDC
TOYOTA,LC 90,LC 90
TOYOTA,XTRAIL,XTRAIL
TOYOTA,YARRIS,YARRIS
VOLVO,B0E BZ,B0E BZ
VOLVO,B13R,B13R
VOLVO,EX30 E,EX30 E
VOLVO,FMX,FMX
VOLVO,V60 CC,V60 CC
VOLVO,XC90 R,XC90 R
XPENG,G9,G9
XPENG,P7I,P7I
XPENG,X9,X9
AUDI,Q4 E T,Q4 E T
AUDI,Q8 60,Q8 60
AUDI,RS7,RS7
CHERY,T19C O,T19C O
CHERY,T35 TI,T35 TI
CHERY,TIGG4,TIGG4
CUPRA,FORMTR,FORMTR
FORD,ALL NE,ALL NE
FORD,EVERSE,EVERSE
FORD,F350 L,F350 L
FORD,RAN,RAN
KIA,CERTO,CERTO
KIA,G10,G10
KIA,SORETN,SORETN
LDV,DL7,DL7
MAZDA,BT590,BT590
MINI,E COUN,E COUN
NISSAN,NVAVAR,NVAVAR
NISSAN,XRAIL,XRAIL
SMART,HC PRO,HC PRO
SMART,SMART1,SMART1
SMART,SMART3,SMART3
TESLA,COROLL,COROLL
TOYOTA,300,300
TOYOTA,300 GR,300 GR
TOYOTA,79 WOR,79 WOR
TOYOTA,A25AS4,A25AS4
TOYOTA,BZ 4X,BZ 4X
TOYOTA,COR,COR
TOYOTA,CORLLL,CORLLL
TOYOTA,GR8 GT,GR8 GT
TOYOTA,GRYARI,GRYARI
TOYOTA,HILYX,HILYX
TOYOTA,JILUX,JILUX
TOYOTA,KLYGER,KLYGER
TOYOTA,LAND78,LAND78
TOYOTA,LANSCR,LANSCR
TOYOTA,PAV4,PAV4
TOYOTA,RAC4 G,RAC4 G
TOYOTA,SEDAN,SEDAN
TOYOTA,YARISG,YARISG
VOLVO,CT6000,CT6000
VOLVO,EX30 T,EX30 T
VOLVO,FM 460,FM 460
VOLVO,FM13,FM13
VOLVO,X RWD,X RWD
VOLVO,XC40 U,XC40 U
VOLVO,XC60 U,XC60 U
MAZDA,BT-50D,BT-50D
KIA,CARINV,CARINV
TOYOTA,E6218,E6218
KIA,EVA,EVA
VOLVO,FMX13,FMX13
CUPRA,FORMET,FORMET
TOYOTA,HILX,HILX
SMART,HX PRO,HX PRO
SKODA,KAROA,KAROA
XPENG,MONAM3,MONAM3
ZEEKR,MY24 X,MY24 X
MAZDA,PE5041,PE5041
NISSAN,PRO4X,PRO4X
AUDI,Q4 E-T,Q4 E-T
TOYOTA,RAVH H,RAVH H
FORD,TOUENE,TOUENE
FORD,VAN,VAN
FORD,WANGER,WANGER
NISSAN,X,X
FIAT,B6832,B6832
TOYOTA,CHR HR,CHR HR
TOYOTA,HILIUX,HILIUX
TOYOTA,KLUG,KLUG
FORD,KONA,KONA
LDV,MIFFA,MIFFA
VOLVO,MY25 E,MY25 E
VOLVO,MY25 X,MY25 X
MAZDA,PY2255,PY2255
KIA,SOERNT,SOERNT
AUDI,SQ6 ET,SQ6 ET
TOYOTA,SR HIL,SR HIL
FIAT,TARINO,TARINO
SUBARU,ZA2377,ZA2377
TOYOTA,ZST VI,ZST VI
MAZDA,5,5
TOYOTA,628FD2,628FD2
MAZDA,B50,B50
VOLVO,BOEBZL,BOEBZL
LEXUS,ES300,ES300
VOLVO,FMX540,FMX540
TOYOTA,GR86 1,GR86 1
KIA,MV EV9,MV EV9
LDV,SV7C,SV7C
LDV,T0,T0
CHERY,T34 OM,T34 OM
LDV,T60 4W,T60 4W
FORD,TR 545,TR 545
AUDI,TT 45,TT 45
VOLVO,XC90 U,XC90 U
NISSAN,ZST CO,ZST CO
MAZDA,2 HATC,2 HATC
AUDI,A6 ALL,A6 ALL
TOYOTA,BZ4,BZ4
TOYOTA,BZ4X 2,BZ4X 2
SUBARU,CR0SST,CR0SST
SUBARU,CROSSS,CROSSS
VOLVO,EC220,EC220
VOLVO,EC250,EC250
KIA,EV6 EL,EV6 EL
VOLVO,FE 280,FE 280
SKODA,KAMMIQ,KAMMIQ
TOYOTA,LC76 G,LC76 G
KIA,NIR0,NIR0
KIA,NIRO S,NIRO S
SKODA,O,O
FORD,P,P
KIA,SETLOS,SETLOS
KIA,SLTOS,SLTOS
LEXUS,UX50H,UX50H
TOYOTA,YAXH 2,YAXH 2
NISSAN,Z NISS,Z NISS
AUDI,Q6 E-T,Q6 E-T
AUDI,Q8 E-T,Q8 E-T
CHERY,C 5,C 5
CHERY,C 5 UL,C 5 UL
CHERY,C 5 UR,C 5 UR
CHERY,WAGON,WAGON
FORD,EVRRES,EVRRES
FORD,RANEGR,RANEGR
FORD,RANFER,RANFER
FORD,YN2SSW,YN2SSW
JAECOO,J77 MY,J77 MY
JAECOO,T7 SUM,T7 SUM
KGM,SPORTA,SPORTA
KIA,EV 3,EV 3
KIA,K4 MY2,K4 MY2
KIA,PE CAR,PE CAR
KIA,SELTO,SELTO
KIA,SO,SO
LDV,E DELI,E DELI
LDV,G 10 P,G 10 P
LEXUS,ES,ES
LEXUS,RZ500,RZ500
MAZDA,LOVELL,LOVELL
MAZDA,RED,RED
NISSAN,PAT,PAT
SKODA,FABIQ,FABIQ
SUBARU,OUTBAK,OUTBAK
SUBARU,WRX TS,WRX TS
TOYOTA,1GD578,1GD578
TOYOTA,8FD18,8FD18
TOYOTA,A25AS6,A25AS6
TOYOTA,BT 50,BT 50
TOYOTA,COROL,COROL
TOYOTA,CORROL,CORROL
TOYOTA,CX70,CX70
TOYOTA,LC 78,LC 78
VOLVO,FH780,FH780
VOLVO,XC690,XC690
TOYOTA,HILUXT,HILUXT
TOYOTA,LANDCC,LANDCC
TOYOTA,TACOMA,TACOMA
TOYOTA,YAR,YAR
VOLVO,B0EBZL,B0EBZL
VOLVO,B8R EU,B8R EU
VOLVO,CX60,CX60
VOLVO,EX90 R,EX90 R
VOLVO,FH550,FH550
VOLVO,FHCCAB,FHCCAB
VOLVO,FMX460,FMX460
VOLVO,XC40 B,XC40 B
AUDI,Q4 SPO,Q4 SPO
AUDI,RS6 GT,RS6 GT
CHERY,MY25 T,MY25 T
CHERY,T32,T32
CUPRA,CUPRA,CUPRA
FIAT,TORINO,TORINO
FORD,MUS,MUS
FORD,TUCSON,TUCSON
KGM,SELTOS,SELTOS
KIA,EV3 A,EV3 A
KIA,MQ4,MQ4
KIA,NQ5,NQ5
KIA,OVC EV,OVC EV
KIA,PICATO,PICATO
KIA,PINCAT,PINCAT
KIA,X TRAI,X TRAI
LDV,DELIV7,DELIV7
LDV,DELIV9,DELIV9
LDV,G 10,G 10
LDV,STARIA,STARIA
LEXUS,LX350H,LX350H
LEXUS,RXH,RXH
MAZDA,3B09,3B09
MAZDA,CX 5 N,CX 5 N
MAZDA,CX90 B,CX90 B
MAZDA,CXX3,CXX3
MINI,COUNRT,COUNRT
MINI,MINI J,MINI J
NISSAN,2024,2024
NISSAN,456114,456114
NISSAN,XYT,XYT
SKODA,KODIQ,KODIQ
SUBARU,CRSSTR,CRSSTR
TESLA,HILUX,HILUX
TESLA,M3PRF,M3PRF
TESLA,MR RWD,MR RWD
TESLA,MYLR,MYLR
TESLA,MYRWD,MYRWD
TOYOTA,2ZR3E7,2ZR3E7
TOYOTA,86 GTS,86 GTS
TOYOTA,CORLAC,CORLAC
TOYOTA,CX60 D,CX60 D
TOYOTA,HHILUX,HHILUX
TOYOTA,LC WOR,LC WOR
TOYOTA,RAV3,RAV3
TOYOTA,SR5,SR5
TOYOTA,SR5 HI,SR5 HI
TOYOTA,TRUNDR,TRUNDR
VOLVO,EX90 U,EX90 U
VOLVO,IRIZAR,IRIZAR
VOLVO,XC90UL,XC90UL
XPENG,P7+,P7+
MAZDA,3 HATC,3 HATC
LDV,83B T6,83B T6
LDV,917 D9,917 D9
VOLVO,CBUFH1,CBUFH1
MAZDA,CX 5 D,CX 5 D
MAZDA,CX-30,CX-30
KIA,EV 9,EV 9
SKODA,FASBIA,FASBIA
VOLVO,FM11 8,FM11 8
TOYOTA,FORTNE,FORTNE
MINI,JCW HA,JCW HA
TOYOTA,KLGER,KLGER
TOYOTA,LCMIL,LCMIL
NISSAN,QASQAI,QASQAI
TOYOTA,RAVE 4,RAVE 4
AUDI,RS E T,RS E T
KIA,SG2 NI,SG2 NI
TOYOTA,SILVER,SILVER
LDV,T60 EV,T60 EV
JEEP,WRANGE,WRANGE
KIA,XTRAIL,XTRAIL
VOLVO,CBU GL,CBU GL
VOLVO,CBU-FH,CBU-FH
SUBARU,F,F
LDV,G10 2L,G10 2L
LDV,G10 TD,G10 TD
NISSAN,NOTE,NOTE
MAZDA,PE5038,PE5038
KIA,RIO ST,RIO ST
AUDI,TTRS,TTRS
MAZDA,CX-8,CX-8
VOLVO,L50HS,L50HS
VOLVO,L90H,L90H
LEXUS,RX450E,RX450E
FORD,SWIFT,SWIFT
MAZDA,2 HB G,2 HB G
MAZDA,2 S G1,2 S G1
TESLA,3,3
MAZDA,3 Q G2,3 Q G2
MAZDA,3 Q6 G,3 Q6 G
KIA,CERTAT,CERTAT
NISSAN,COUPE,COUPE
MAZDA,CX30 D,CX30 D
MAZDA,CX5 N,CX5 N
MAZDA,CX5G20,CX5G20
MAZDA,CX60 8,CX60 8
LDV,EDELVI,EDELVI
KIA,EV 6,EV 6
FORD,EVERRE,EVERRE
VOLVO,EX20,EX20
SUBARU,FOIRES,FOIRES
AUDI,GIULIA,GIULIA
TOYOTA,HULUX,HULUX
VOLVO,L120F,L120F
VOLVO,L604,L604
VOLVO,L60E,L60E
VOLVO,L90HZ,L90HZ
LDV,MUSSO,MUSSO
NISSAN,NAVARR,NAVARR
MINI,OUTLAN,OUTLAN
NISSAN,PATRO,PATRO
TOYOTA,RQV4,RQV4
KIA,SELTOC,SELTOC
AUDI,SQ8 ET,SQ8 ET
TOYOTA,WHITE,WHITE
JEEP,WRAGLE,WRAGLE
KIA,YBW ST,YBW ST
SUBARU,YW6032,YW6032
NISSAN,Z34 Z,Z34 Z
AUDI,A8,A8
AUDI,S3 SPO,S3 SPO
CHERY,BX T34,BX T34
CHERY,EX T34,EX T34
CHERY,ONODA,ONODA
FIAT,695 CO,695 CO
FORD,EVER,EVER
FORD,F150 P,F150 P
FORD,JOLION,JOLION
FORD,MSTANG,MSTANG
FORD,SUNCAM,SUNCAM
KIA,QASHQA,QASHQA
KIA,RIO SP,RIO SP
KIA,SOREN,SOREN
KIA,SORRET,SORRET
KIA,SP0RTA,SP0RTA
KIA,SPTAGE,SPTAGE
KIA,STONC,STONC
LDV,G10+CA,G10+CA
MAZDA,2 PURE,2 PURE
MAZDA,6 TOUR,6 TOUR
MAZDA,BT050,BT050
MAZDA,CX 3 M,CX 3 M
MAZDA,CX8 TO,CX8 TO
MAZDA,M3 TOU,M3 TOU
MAZDA,MX 30,MX 30
MINI,ASX,ASX
NISSAN,Z34 CO,Z34 CO
SKODA,OCATVI,OCATVI
SUBARU,2023,2023
SUBARU,OUBAC,OUBAC
SUBARU,WRX SP,WRX SP
TESLA,MY PER,MY PER
TOYOTA,1GD915,1GD915
TOYOTA,8FD50N,8FD50N
TOYOTA,8FG40N,8FG40N
TOYOTA,CHR  K,CHR  K
TOYOTA,LANDDC,LANDDC
TOYOTA,LC GRS,LC GRS
TOYOTA,LC ZX,LC ZX
TOYOTA,RAB4,RAB4
TOYOTA,RAVR H,RAVR H
TOYOTA,T ROC,T ROC
VOLVO,,
VOLVO,796920,796920
VOLVO,BZL,BZL
VOLVO,FM54O,FM54O
AUDI,A1 SPO,A1 SPO
AUDI,S5 AVA,S5 AVA
CHERY,2025,2025
CHERY,MY25 U,MY25 U
DEEPAL,SO7,SO7
FIAT,C 7464,C 7464
GEELY,INSPRE,INSPRE
JAECOO,MY25 8,MY25 8
KIA,EV4 GT,EV4 GT
KIA,K4 GTL,K4 GTL
KIA,SETOS,SETOS
LDV,7 LWB,7 LWB
LDV,D90D90,D90D90
LDV,DEIVER,DEIVER
LEXUS,NH450H,NH450H
MAZDA,C30F,C30F
MAZDA,CX3 GT,CX3 GT
MINI,COUPER,COUPER
NISSAN,NAVAA,NAVAA
NISSAN,PATTOL,PATTOL
SMART,1 BRAB,1 BRAB
SMART,1 RPO,1 RPO
SMART,HX11,HX11
TOYOTA,1GD172,1GD172
TOYOTA,79 SER,79 SER
TOYOTA,CAROLA,CAROLA
TOYOTA,CORALL,CORALL
TOYOTA,CROSS,CROSS
TOYOTA,FORTUR,FORTUR
TOYOTA,LC70 V,LC70 V
TOYOTA,LMIL 7,LMIL 7
TOYOTA,OUTLAN,OUTLAN
TOYOTA,PR,PR
TOYOTA,RAV GX,RAV GX
TOYOTA,TASMAN,TASMAN
VOLVO,E40,E40
VOLVO,L90H2,L90H2
VOLVO,X40,X40
AUDI,CWG 21,CWG 21
AUDI,CZDC76,CZDC76
AUDI,RS4 AV,RS4 AV
FORD,ESCPAE,ESCPAE
FORD,F250 L,F250 L
FORD,FALCON,FALCON
FORD,RANGET,RANGET
FORD,SANTA,SANTA
KIA,CK STI,CK STI
KIA,G4LCPS,G4LCPS
LDV,G10 BN,G10 BN
LEXUS,EX350H,EX350H
LEXUS,G10,G10
LEXUS,LC500H,LC500H
LEXUS,LEXUS,LEXUS
LEXUS,LX50D,LX50D
MAZDA,600TAS,600TAS
MAZDA,BT5O,BT5O
MAZDA,CX3W,CX3W
MAZDA,NT50,NT50
MAZDA,TUCSON,TUCSON
MAZDA,XT,XT
MINI,JWC,JWC
NISSAN,QASHQI,QASHQI
NISSAN,TIID06,TIID06
NISSAN,Z Z PR,Z Z PR
SKODA,KARO,KARO
SUBARU,BRZ CO,BRZ CO
SUBARU,OIUTBA,OIUTBA
TESLA,2023,2023
TOYOTA,328FG3,328FG3
TOYOTA,DMAX,DMAX
TOYOTA,GXL,GXL
TOYOTA,KLKUGE,KLKUGE
TOYOTA,PRDAO,PRDAO
VOLVO,FM300,FM300
VOLVO,FM330,FM330
AUDI,RS 6,RS 6
CHERY,CHERY,CHERY
CHERY,EV5,EV5
CHERY,MY24 T,MY24 T
CHERY,TIGOO,TIGOO
FORD,TANK 3,TANK 3
JEEP,RENEGA,RENEGA
JEEP,RUBICO,RUBICO
JEEP,WRAN99,WRAN99
KIA,2025,2025
KIA,EX5,EX5
KIA,G4LASP,G4LASP
KIA,KA GT,KA GT
KIA,SORE,SORE
KIA,TASAMA,TASAMA
LDV,DL7 LW,DL7 LW
LDV,VAN DI,VAN DI
LEXUS,LBX 2W,LBX 2W
LEXUS,NZ450H,NZ450H
MAZDA,CX-60A,CX-60A
MAZDA,CX70 A,CX70 A
MAZDA,MX 5 R,MX 5 R
NISSAN,T33,T33
NISSAN,Y62 P,Y62 P
SKODA,PAJERO,PAJERO
TOYOTA,DC SR5,DC SR5
TOYOTA,F33A01,F33A01
TOYOTA,RAB 4,RAB 4
VOLVO,FH 600,FH 600
VOLVO,FM 500,FM 500
SMART,1PREMI,1PREMI
MAZDA,300,300
TOYOTA,AOROLL,AOROLL
SUBARU,BRZ TS,BRZ TS
MAZDA,CX6060,CX6060
TOYOTA,CYBERS,CYBERS
VOLVO,FH650,FH650
SMART,HC,HC
SMART,HX,HX
FORD,LIGHTN,LIGHTN
LEXUS,LX550D,LX550D
MAZDA,PY1116,PY1116
AUDI,RS 4 A,RS 4 A
AUDI,RS 5,RS 5
KIA,SERENT,SERENT
SKODA,SUJPER,SUJPER
CHERY,T31 TI,T31 TI
KIA,TANK 3,TANK 3
FORD,TREMOR,TREMOR
VOLVO,XC60 B,XC60 B
TOYOTA,CRW SP,CRW SP
VOLVO,EX40 B,EX40 B
VOLVO,MY25 V,MY25 V
VOLVO,OMNIBU,OMNIBU
MAZDA,CX-80,CX-80
MAZDA,CX5 G,CX5 G
VOLVO,FE 320,FE 320
VOLVO,FMX450,FMX450
LDV,LSH14J,LSH14J
KIA,MUSSO,MUSSO
AUDI,QA,QA
FORD,SDUTY,SDUTY
MAZDA,TOURIN,TOURIN
FORD,TRANIT,TRANIT
TOYOTA,VITZ,VITZ
NISSAN,XTR,XTR
TOYOTA,79 LAN,79 LAN
JAECOO,7TRACK,7TRACK
TOYOTA,85GK25,85GK25
TOYOTA,8FGK25,8FGK25
TOYOTA,CHR  H,CHR  H
TOYOTA,COLROL,COLROL
LDV,D90 MO,D90 MO
LDV,DL7 SW,DL7 SW
SUBARU,DMAX,DMAX
FIAT,EMU RV,EMU RV
MAZDA,H6 ULT,H6 ULT
MAZDA,JOLION,JOLION
KIA,KA,KA
NISSAN,NVARA,NVARA
CHERY,OMADA5,OMADA5
NISSAN,PJ02A2,PJ02A2
TOYOTA,RAC4 E,RAC4 E
TOYOTA,RANGER,RANGER
TOYOTA,RAV HY,RAV HY
NISSAN,SCAR90,SCAR90
KIA,STORTA,STORTA
TOYOTA,TARIS,TARIS
FORD,VENUE,VENUE
CHERY,ZS HEV,ZS HEV
NISSAN,,
ZEEKR,009 6,009 6
SMART,1 PREM,1 PREM
SMART,1 PRO,1 PRO
LDV,1500 L,1500 L
LEXUS,1ZA8MV,1ZA8MV
ZEEKR,7X RWD,7X RWD
TOYOTA,8FGK20,8FGK20
DENZA,B5L,B5L
MINI,COOPE,COOPE
MAZDA,CX30 A,CX30 A
MAZDA,CX30 V,CX30 V
FIAT,DUCATI,DUCATI
LEXUS,ENX250,ENX250
KIA,EV4 AI,EV4 AI
KIA,EV5 OV,EV5 OV
VOLVO,EX30CC,EX30CC
SUBARU,FOEEST,FOEEST
SUBARU,FORETS,FORETS
SKODA,MODIAQ,MODIAQ
SUBARU,MY26 C,MY26 C
SUBARU,MY26 F,MY26 F
AUDI,Q6E-TR,Q6E-TR
AUDI,R7 SPO,R7 SPO
SUBARU,SPORT,SPORT
CHERY,T8 ULT,T8 ULT
CHERY,TI,TI
XPENG,XPENG,XPENG
KIA,2026,2026
ZEEKR,7X LON,7X LON
ZEEKR,7X PER,7X PER
TOYOTA,8FG4ON,8FG4ON
TOYOTA,A25AX0,A25AX0
AUDI,A3 SPO,A3 SPO
GAC,AION U,AION U
FORD,ATTO 2,ATTO 2
VOLVO,B13R E,B13R E
TOYOTA,C HR A,C HR A
CHERY,C5 OMO,C5 OMO
SUBARU,CEROSS,CEROSS
TOYOTA,CH R G,CH R G
TOYOTA,CMARY,CMARY
VOLVO,CX90,CX90
FORD,ERVERE,ERVERE
KIA,EV4 CT,EV4 CT
KIA,EV4 EA,EV4 EA
MAZDA,EV60,EV60
FORD,EVERER,EVERER
LEXUS,GX50,GX50
TOYOTA,HILX D,HILX D
TOYOTA,HIUX S,HIUX S
FIAT,IND600,IND600
CHERY,J5,J5
JAECOO,J5  SU,J5  SU
CHERY,J5  SU,J5  SU
JAECOO,J54 BE,J54 BE
SKODA,KARIQ,KARIQ
LEXUS,L5500H,L5500H
NISSAN,LEEAF,LEEAF
CHERY,MG U9,MG U9
TESLA,MYL LR,MYL LR
NISSAN,NISSAN,NISSAN
MAZDA,PY3163,PY3163
AUDI,Q4ETRO,Q4ETRO
TOYOTA,RAVH C,RAVH C
TOYOTA,RAVH G,RAVH G
LEXUS,RZ500E,RZ500E
LEXUS,RZ550E,RZ550E
FORD,SEALIO,SEALIO
KIA,SELTS,SELTS
SKODA,TIGGO,TIGGO
FORD,TOUARE,TOUARE
FORD,TRASNI,TRASNI
FIAT,V 6442,V 6442
NISSAN,XT,XT
